,id,text,aspect,polarity
1074,792, has the chef and owner changed ? ? ?,service,neutral
1075,2015, my boyfriend and i recently had an early dinner at artisanal and was satisfied with our experience .,anecdotes/miscellaneous,positive
1076,92, i absolutely loved this place .,anecdotes/miscellaneous,positive
1077,548, i wish i lived there as i would eat at this place as often as possible !,anecdotes/miscellaneous,positive
1078,3692," but do n't ever order bacon late at nite ( either platter or in sandwiches , for that matter do n't from any take out place ) as it is from the morning frying turns out hard almost like bacos , hurt my molars .",food,negative
1079,1209," outstanding bagels , but you get what you pay for .",food,positive
1080,1209," outstanding bagels , but you get what you pay for .",price,negative
1081,443," pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best , freshly baked bread !",food,positive
1082,400," if you 're in town , it 's worth searching for another place .",anecdotes/miscellaneous,negative
1083,1486, i have tried the various slice joints around the village but this is by far the best one .,anecdotes/miscellaneous,positive
1084,1377," i found it on a cold night , the perfect spot to warm up .",ambience,positive
1085,1439, they even have a section in the menu called american chinese food !,food,negative
1086,2741," service was warm and attentive , beef Carpathian was excellent ( huge portion ) and pasta was fresh and well-prepared .",food,positive
1087,2741," service was warm and attentive , beef Carpathian was excellent ( huge portion ) and pasta was fresh and well-prepared .",service,positive
1088,370, kalbi and nebbiolo do work together .,food,neutral
1089,599," best italian food i ever had ( and being italian , that means alot ) .",food,positive
1090,803, i will recommend scopa to all of my friends for a place to go for wonderful italian food .,food,positive
1091,1750, located at the end of a magnificent block .,ambience,positive
1092,737," this restaurant is not worth the time , effort , or money to say the least .",price,negative
1093,737," this restaurant is not worth the time , effort , or money to say the least .",anecdotes/miscellaneous,negative
1094,847," looking around , i saw a room full of new yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .",ambience,positive
1095,847," looking around , i saw a room full of new yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .",food,positive
1096,81, keep up the good work guys !,anecdotes/miscellaneous,positive
1097,2144, hurley 's is terrific !,anecdotes/miscellaneous,positive
1098,1007, they do n't walk around with the trays of dim sum .,ambience,positive
1099,3687, took my sister here before attending a show one evening .,anecdotes/miscellaneous,neutral
1100,1161," great bar , most gorgeous bartenders you 've ever seen ( specifically the blond lady ) .",service,positive
1101,3123, we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .,service,negative
1102,2301, really .,anecdotes/miscellaneous,neutral
1103,3405, i really loved the different and innovated touch that 's the chef gives to the food .,food,positive
1104,3576, our friends have not arrived yet .,anecdotes/miscellaneous,neutral
1105,3702, they came out over cooked and the cheese was almost non existant .,food,negative
1106,1911," i had a terrific meal , and our server guided us toward a very nice wine in our price range , instead of allowing us to purchase a similarly priced wine that was n't as good .",food,positive
1107,1911," i had a terrific meal , and our server guided us toward a very nice wine in our price range , instead of allowing us to purchase a similarly priced wine that was n't as good .",service,positive
1108,703," the svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !",service,negative
1109,703," the svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !",anecdotes/miscellaneous,positive
1110,619," my husband and i thought it would be great to go to the jekyll and hyde pub for our anniversary , and to our surprise it was fantastic .",anecdotes/miscellaneous,positive
1111,907, never once did i leave feeling unwelcome or impressed .,anecdotes/miscellaneous,conflict
1112,1000," the food is good , especially their more basic dishes , and the drinks are delicious .",food,positive
1113,3241, but the main hit was the whole grilled fish .,food,positive
1114,1866," i had the tuna tartare with sake , mushroom ravioli with pinot noir , and the chocolate sampler with a dessert wine for $ 49 .",price,positive
1115,2570, on a hot day it was fabulous to stop in and enjoy lunch .,anecdotes/miscellaneous,positive
1116,280, the food is delicious and beautifully prepared along with the friendly and personable service .,food,positive
1117,280, the food is delicious and beautifully prepared along with the friendly and personable service .,service,positive
1118,1021, i usually go there later at night when i get off work so i do n't have to deal with crowds or lines .,anecdotes/miscellaneous,neutral
1119,1729, pizza here is consistently good .,food,positive
1120,610, we had a great tiem watching the shows and characters and ar food was just what we were looking for .,food,positive
1121,610, we had a great tiem watching the shows and characters and ar food was just what we were looking for .,ambience,positive
1122,3211," after 2 tries by the waiter to take it away ( we had n't even looked at it yet , we had full beers yet to drink ) , the manager approached and told us they needed the table for people with reservations .",service,negative
